,ASIN,Title,Brand,Best-Sellers_Rank,Best_Sellers_Rank_fields,Product_Dimensions_Inches,Item_Weight_Pounds,Date_First_Available,Is_Discontinued_By_Manufacturer,Item_Model_Number,Average_Battery_Life_In_Hours),Batteries,Card_Description,Chipset_Brand,Voltage,Series,National_Stock_Number,Wireless_Type,Max_Screen_Resolution_Pixels,Standing_Screen_Display_Size_Inches,Operating_System,Color,Graphics_Coprocessor,Number_of_USB_2.0_Ports,Number_of_USB_3.0_Ports,Computer_Memory_Type,Processor_Brand,Processor_Count,Memory_Speed_In_GHz,Hard_Drive_Interface,Hardware_Platform,Flash_Memory_Size_In_GB
1984,B08L8BT1YJ,"Dell Latitude 7410 2-in-1 Multi-Touch Laptop (Carbon Fiber) - 14"" 1920 x 1080 VA Touchscreen - 1.7 GHz Intel Core i5-10310U Quad-Core - 256GB SSD - 16GB - Windows 10 pro",Dell,0,,18 x 14 x 4 ,5.09,,,7410,,1 9V batteries required. (included),Integrated Intel UHD Graphics,,,7410 2-in-1,,Bluetooth,1920 x 1080 ,14 ,Windows 10 Pro,,Integrated Intel UHD Graphics,,,DDR4 SDRAM,Intel,4,,ESATA,PC,512 GB
1985,B08PF2HZVL,"Laptop 14 Inch, Winnovo V146, Windows 10, 4GB RAM, 32GB ROM, Intel Atom Quad Core Processor, 19201080 FHD IPS Display, HDMI, Silver",Winnovo,2787, Computers & Accessories ,14.37 x 9.72 x 2.4 ,4.34,2020-12-17,,V146,6 Hours,1 Lithium Polymer batteries required. (included),,Intel,,,,"802.11bgn, 802.11a",1920x1080 ,14 ,Windows 10,Silver(4+32),Atom Z8350,,,DDR3 SDRAM,Intel,4,,USB 2.0,PC,
1986,B08MT7WLGK,"Thomson WWNEO15I5-8BK1T 15.6 in 2.7GHz Intel Core I5 Broadwell I5-5257U Processor 8GB DDR3L RAM |1TB Hard Disk & Intel Iris 6100 Graphic Processor, Windows 10 Home, Black",Thomson,88018, Electronics ,15.55 x 10.43 x 3.11 ,3.96,2020-11-04,,WWNEO15I5-8BK1T,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,0,,,,
1987,B07S5HG8TT,"MSI GP75437 Leopard 17.3, I7, 16GB, 512GB SSD, Windows 10 Gaming Laptop",MSI,73149, Computers & Accessories ,21.5 x 4.5 x 14.5 ,9.81,2019-05-22,,MSIGP75437,,,Dedicated,NVIDIA,,GP75 9SD-437,,802.11ac,1920 x 1080 ,17.3 ,Windows 10 Home,,NVIDIA GeForce® GTX 1660 Ti,,,Unknown,Intel,1,2.666,Unknown,PC,512 GB
1988,B00SIJMTKO,"Dell XPS XPS9343-7273SLV 13.3 Inch QHD+ Touchscreen Laptop (Intel Core i7, 8 GB RAM, 256 GB SSD, Silver)",Dell,68333, Computers & Accessories ,11.98 x 7.88 x 0.6 ,2.8,2015-01-21,,XPS9343-7273SLV,15 Hours,1 Lithium ion batteries required. (included),Dedicated,,,XPS 13,,802.11ac,3200 x 1800 ,13.3 ,Windows 8,Silver,Intel HD Graphics 5500,,2,DDR3 SDRAM,Intel,2,,Solid State,PC,256
1989,B07VNMGCWZ,"Dell Latitude 14 7400 14"" Notebook - Intel Core i7-8665U - 16GB RAM - 512GB SSD",Dell,30142, Computers & Accessories ,8.42 x 12.65 x 0.75 ,3.0,2019-07-25,,7400,,1 Lithium Polymer batteries required. (included),Integrated,Intel,,7400,,802.11ac,1920 x 1080 ,14 ,Windows 10 Pro,,Intel UHD Graphics 620,,,DDR4 SDRAM,Intel,1,,Solid State,PC,16
1990,B08JQNK6PG,"Razer Blade Stealth 13 Ultrabook Gaming Laptop: Intel Core i7-1065G7 4 Core, NVIDIA GeForce GTX 1650 Ti Max-Q, 13.3"" 1080p 60Hz, 16GB RAM, 512GB SSD Black (Renewed)",Razer,0,,8.27 x 11.9 x 0.6 ,2.84,2020-09-22,,,,1 Lithium ion batteries required. (included),Dedicated,NVIDIA,,Blade Stealth,,"Bluetooth, 802.11a/b/g/n/ac",1920 x 1080 ,13.3 ,Windows 10,Classic Black,NVIDIA GeForce GTX 1650 Ti,,,,Intel,4,3.733,USB-C,PC,16
1991,B08G5CLT2N,"2020 Newest Lenovo Ideapad 3 Laptop, 15.6"" Full HD Display, 10th Gen Intel Core i3-1005G1 Dual-Core Processor, 8GB DDR4 Memory, 256GB PCIe SSD, HDMI, Wi-Fi, Bluetooth, Webcam, Windows 10 Home, Almond",Lenovo,125908, Computers & Accessories ,21.1 x 12.72 x 2.72 ,3.96,2020-08-18,,Ideapad,,,,,,Ideapad,,Bluetooth,1920 x 1080 ,15.6 ,Windows 10,,Intel UHD Graphics,,,DDR4 SDRAM,Intel,2,3.4,PCIE x 4,PC,
1992,B0845VHT41,"Lenovo ThinkBook 14 Laptop, 14"" Full HD 1920 x 1080 IPS Anti-Glare, 10th Gen Intel i5-10210U Quad Core, 8GB DDR4, 256GB PCIe SSD, Fingerprint Reader, Office 365 Personal, Win 10 Pro - Mineral Grey",Lenovo,18017, Computers & Accessories ,18 x 11.3 x 3 ,5.09,2020-12-02,,20RV00AAUS,9 Hours,1 Lithium ion batteries required. (included),Integrated,,,,,"Bluetooth, 802.11a",1920 x 1080 ,14 ,Windows 10 Pro,,Integrated Intel UHD Graphics,,,DDR4 SDRAM,Intel,4,2.666,Solid State,PC,256 GB
1993,B08N63ZSV7,"2020 15.6-inch Laptop 6G + 256G, Intel celeron J3455 high-Performance Quad-core CPU, 2PCS 4500mAh can Work continuously for 6-8 Hours, WiFi, HDMI, Bluetooth 4.0, Windows 10 (Silver 6G+256G)",XINYANGCH,27967, Computers & Accessories ,18.94 x 11.5 x 2.36 ,3.96,2019-12-04,,N15C,,,,,240 volts,NB15A,,Bluetooth,1920*1080 ,15 ,Windows 10,Silver 8G+128G,1920*1080,,,DDR3 SDRAM,Intel,4,2.3,ATA,PC,256 GB
1994,B08P6TY5BM,"Laptop 15.6 inch, 1920x1080 HD Display, Intel j4115CPU. 8GB RAM，256GB M2 SSD，Windows 10pro",HAOMA,8803, Computers & Accessories ,14.17 x 9.25 x 0.43 ,3.3,2020-11-27,,L02,,,,Intel,,,,"Bluetooth, 802.11b",1920*1080 Lines Per Inch,15.6 ,Windows 10 Pro,Gray,Intel UHD 600,,,DDR4 SDRAM,Intel,4,1.8,Serial ATA-300,PC,
1995,B08JBVT48L,"Laptop 14 Inch, Winnovo N140, 6GB RAM, 128GB SSD, Intel Celeron Processor, HD IPS Display, Windows 10, Touch Numeric Keypad, Dual Band WiFi, Grey",Winnovo,3612, Computers & Accessories ,14.21 x 9.96 x 2.91 ,4.37,2020-11-08,,Winnovo N140,,1 Lithium Polymer batteries required. (included),Integrated,,220 volts_of_alternating_current,Winnovo N140,,"802.11bgn, 802.11ac",1366*768 ,14 ,Windows 10 S,Gray,Intel HD Graphic 500,,,DDR3 SDRAM,Intel,2,,USB 3.0,PC,128 GB
1996,B08P6TY5BM,"Laptop 15.6 inch, 1920x1080 HD Display, Intel j4115CPU. 8GB RAM，256GB M2 SSD，Windows 10pro",HAOMA,8803, Computers & Accessories ,14.17 x 9.25 x 0.43 ,3.3,2020-11-27,,L02,,,,Intel,,,,"Bluetooth, 802.11b",1920*1080 Lines Per Inch,15.6 ,Windows 10 Pro,Gray,Intel UHD 600,,,DDR4 SDRAM,Intel,4,1.8,Serial ATA-300,PC,
1997,B08RK11X2Y,"Dell Latitude 9510 (Latest Model) 15"" Laptop 10th Gen Core i7-10810U (6-Core) 512GB PCIe SSD 16GB RAM FHD (1920x1080) WiFi 6 AX + BT 5 Win 10 Pro (Renewed)",Dell,85163, Computers & Accessories ,20.63 x 17.76 x 4.09 ,5.81,2020-12-29,,Latitude 9510,,1 Lithium ion batteries required. (included),Integrated,Intel,,Dell Latitude,,Bluetooth,1920 x 1080 ,15 ,Windows 10 Pro,,Intel HD,,,SODIMM,Intel,1,,Solid State,PC,
1998,B00KL7XUUY,"Lenovo ThinkPad T440 14inch Laptop i5-4300U, 4GB RAM, 128GB SSD",Lenovo,201191, Computers & Accessories ,13.9 x 9.8 x 0.86 ,3.79,2020-07-06,,T440,,,,Intel,,T440,,Bluetooth,1600X900,14 ,Windows 7/10 Professional,Black,Intel HD 4400 Graphic,,,DDR3 SDRAM,Intel,2,,ATA,PC,
1999,B089NKK1KV,HP Laptop 14 Laptop AMD Ryzen 3 8GB RAM 256GB SSD 14-dk0736ms (Renewed),HP,278580, Computers & Accessories ,12.76 x 8.9 x 0.78 ,3.33,2020-06-03,,,,,,Amd,,Notebook,,Bluetooth,1366 x 768 Lines Per Inch,14 ,Windows 10,,AMD Radeon Vega 3,,,DDR DRAM,AMD,2,3.5,Solid State,PC,256 GB
2000,B08C7Z128Z,"Dell Latitude 14"" 7480 | i5 | 32GB Memory | 256GB SSD | 1080p Touch | Backlit & Camera | Windows 10 Pro Laptop (renewed)",Dell,204732, Computers & Accessories ,8.42 x 12.65 x 0.75 ,3.0,2020-07-02,,7480,,1 Lithium ion batteries required. (included),,,,7480,,Bluetooth,1920x1080 M,14 ,Windows 10 Pro,Gray,,,,DDR4 SDRAM,Intel,2,,Solid State,PC,
2001,B07WGKGNN7,Latitude E5470 Performance - Intel Quad Core 6th Gen i7-6820HQ - 16GB RAM - 256GB SSD - Full HD Notebook + Windows 10 Pro (Renewed),Dell,71219, Computers & Accessories ,20.1 x 14.85 x 3.55 ,5.94,2019-08-13,,,,,,,,Dell Latitude,,802.11ac,1366 x 768,14 ,Windows 10 Pro,,,,,DDR4 SDRAM,,4,3.6,Unknown,,256 GB
2002,B0192FVK7K,"Lenovo IdeaPad G50 15.6"" Touch Laptop, Intel Core i5-5200U, 4GB Ram, 500GB HDD, Windows 10 Home",Lenovo,85290, Computers & Accessories ,20.25 x 12.75 x 2.5 ,7.04,2015-12-07,,80KR0016US,,1 Lithium ion batteries required.,Dedicated,,,Lenovo Ideapad,,801.11ac,,15.6 ,Windows 10 Home,,Intel HD Graphics 5500,,,DDR3 SDRAM,Intel,1,1.6,ATA,PC,
2003,B08PF2HZVL,"Laptop 14 Inch, Winnovo V146, Windows 10, 4GB RAM, 32GB ROM, Intel Atom Quad Core Processor, 19201080 FHD IPS Display, HDMI, Silver",Winnovo,2787, Computers & Accessories ,14.37 x 9.72 x 2.4 ,4.34,2020-12-17,,V146,6 Hours,1 Lithium Polymer batteries required. (included),,Intel,,,,"802.11bgn, 802.11a",1920x1080 ,14 ,Windows 10,Silver(4+32),Atom Z8350,,,DDR3 SDRAM,Intel,4,,USB 2.0,PC,
2004,B08MT7WLGK,"Thomson WWNEO15I5-8BK1T 15.6 in 2.7GHz Intel Core I5 Broadwell I5-5257U Processor 8GB DDR3L RAM |1TB Hard Disk & Intel Iris 6100 Graphic Processor, Windows 10 Home, Black",Thomson,88018, Electronics ,15.55 x 10.43 x 3.11 ,3.96,2020-11-04,,WWNEO15I5-8BK1T,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,0,,,,
2005,B07MY58NWN,"Lenovo Chromebook 2-in-1 Convertible Laptop, 11.6-Inch HD (1366 x 768) IPS Display, MediaTek MT8173C Processor, 4GB LPDDR3, 32GB eMMC, Chrome OS, Blizzard White (Renewed)",Lenovo,93335, Computers & Accessories ,11.5 x 8.48 x 0.77 ,2.2,2019-01-19,,,,1 Lithium ion batteries required. (included),Integrated,,,C330,,,1366 x 768,11.6 ,Chrome OS,,Intel UHD Graphics 620,,,DDR3 SDRAM,Intel,4,,USB,PC,32 GB
2006,B08C2Q2BT4,"Lenovo ThinkPad T15 Gen 1 15.6"" FHD (1920x1080) IPS 250nits Anti-Glare Display - Intel Core i5-10210U Processor, 8GB RAM, 128GB PCIe-NVMe SSD, Windows 10 Pro 64-bit",Lenovo,54785, Computers & Accessories ,14.4 x 9.7 x 0.75 ,3.86,2020-06-29,,T15 Gen 1,,1 Lithium ion batteries required. (included),,Intel,,ThinkPad,,Bluetooth,1920 x 1080,15.6 ,Windows 10,Black,Intel UHD Graphics,,,SODIMM,Intel,4,1.6,Solid State,PC,512 GB
2007,B08CNMNVDD,"Dell Latitude 7310 Laptop - 13.3"" FHD AG, SLP, IR Cam/Mic, ALS, PS, Carbon Fiber - 1.8 GHz Intel Core i7-10610U Quad-Core - 512GB SSD - 8GB - Windows 10 pro",Dell Computers,161647, Electronics ,18 x 14 x 4 ,,2020-12-02,,7310,,1 9V batteries required. (included),,,,,,,,,,,,,,,,0,,,,
2008,B08MGT1WYP,"Lenovo ThinkPad X1 Extreme 3rd Gen - 15.6"" FHD HDR400 - 2.4 GHz Intel Core i9-10885H vPro 8-Core - 32GB - 512GB SSD - GTX 1650Ti - Win10 pro",Lenovo,0,,20 x 13 x 3.1 ,6.09,2020-11-02,,X1 Extreme 3rd Gen,,1 9V batteries required. (included),,,,X1 Extreme 3rd Gen,,2.4 GHz Radio Frequency,1920 x 1080 ,15.6 ,Windows 10 Pro,,NVIDIA GeForce GTX 1650TI (4GB GDDR5),,,DDR4 SDRAM,Intel,8,,ESATA,PC,512 GB
2009,B083768XQP,"HP Chromebook 15.6"" FHD Touchscreen Intel i3-8130U 4GB DDR4 128GB eMMC Backlit Keyboard",HP,36030, Computers & Accessories ,14.09 x 9.69 x 0.7 ,3.98,2019-12-27,,7MP90UA,,1 Lithium ion batteries required. (included),Integrated,Intel,,7MP90UA,,802.11ac,1920 x 1080 ,15.6 ,Chrome OS,Ceramic White/Cloud Blue,Intel UHD Graphics 620,,,DDR SDRAM,Intel,2,2.133,USB,PC,128 GB
2010,B08PKG41YL,"Used Well Think Pad L540 15.6 inches Laptop, Core i5-4300M 8GB Ram, 500GB HDD, Windows 10 Pro",Ubrands,47098, Computers & Accessories ,16.93 x 16.14 x 3.78 ,5.0,2020-09-16,,l540,,1 Lithium ion batteries required. (included),Integrated,Intel,,T540,,,2736 x 1824 ,15.6 ,Windows,,Intel,,,DDR3L-1600 SDRAM,Intel,2,2.6,ESATA,PC,
2011,B08N63ZSV7,"2020 15.6-inch Laptop 6G + 256G, Intel celeron J3455 high-Performance Quad-core CPU, 2PCS 4500mAh can Work continuously for 6-8 Hours, WiFi, HDMI, Bluetooth 4.0, Windows 10 (Silver 6G+256G)",XINYANGCH,27967, Computers & Accessories ,18.94 x 11.5 x 2.36 ,3.96,2019-12-04,,N15C,,,,,240 volts,NB15A,,Bluetooth,1920*1080 ,15 ,Windows 10,Silver 8G+128G,1920*1080,,,DDR3 SDRAM,Intel,4,2.3,ATA,PC,256 GB
2012,B08PVGW9K3,"Used Well Chromebook C200M -11.6 inches 2.16-GHz Intel Bay Trail-M Dual-Intel Core N2830 CPU with 4GB of RAM and 16GB of Flash Storage, Chrome OS-Black/Silver",Ubrands,1065, Computers & Accessories ,12 x 7.9 x 0.8 ,3.51,2020-12-07,,ASUS C200m,,1 Lithium ion batteries required. (included),,,,ASUS Chromebook,,Bluetooth,1366 x 768 ,11.6 ,Windows,,N2830,,,DDR3 SDRAM,Intel,2,2.16,ESATA,PC,16 GB
2013,B08JBVT48L,"Laptop 14 Inch, Winnovo N140, 6GB RAM, 128GB SSD, Intel Celeron Processor, HD IPS Display, Windows 10, Touch Numeric Keypad, Dual Band WiFi, Grey",Winnovo,3612, Computers & Accessories ,14.21 x 9.96 x 2.91 ,4.37,2020-11-08,,Winnovo N140,,1 Lithium Polymer batteries required. (included),Integrated,,220 volts_of_alternating_current,Winnovo N140,,"802.11bgn, 802.11ac",1366*768 ,14 ,Windows 10 S,Gray,Intel HD Graphic 500,,,DDR3 SDRAM,Intel,2,,USB 3.0,PC,128 GB
2014,B08P6TY5BM,"Laptop 15.6 inch, 1920x1080 HD Display, Intel j4115CPU. 8GB RAM，256GB M2 SSD，Windows 10pro",HAOMA,8803, Computers & Accessories ,14.17 x 9.25 x 0.43 ,3.3,2020-11-27,,L02,,,,Intel,,,,"Bluetooth, 802.11b",1920*1080 Lines Per Inch,15.6 ,Windows 10 Pro,Gray,Intel UHD 600,,,DDR4 SDRAM,Intel,4,1.8,Serial ATA-300,PC,
2015,B07VBHBRM1,"HP EliteBook 840 G6 14"" Notebook - Core i7 i7-8565U - 16 GB RAM - 512 GB SSD - Windows 10 Pro - in-Plane Switching (IPS) Technology - English Keyboard - Intel Optane Memory Ready - 17.25 Hour Bat",HP,41462, Computers & Accessories ,2 x 4 x 8 ,4.65,2019-07-23,,7WZ88UT#ABA,,,Integrated,Intel,,EliteBook,,Bluetooth,,14 ,Unknown,,,,2,Unknown,Unknown,1,,Solid State,Unknown,512
2016,B08BB89Y7H,"Dell Latitude 3510 15.6"" Notebook - HD - 1366 x 768 - Core i5 i5-10210U 10th Gen 1.6GHz Quad-core (4 Core) - 4GB RAM - 500GB HDD",Dell,16734, Computers & Accessories ,9.76 x 14.23 x 0.71 ,4.21,2020-06-16,,3510,,,Integrated,Intel,,9HNP4,,,1366 x 768 ,15.6 ,Windows 10 Pro,,,,,DDR4 SDRAM,Intel,1,,Serial ATA,PC,500
2017,B08KHR4T4T,HP EliteBook x360 1040 G6 Multi-Touch 2-in-1 Laptop 14” Intel Core i5 - 256GB SSD - 16GB DDR4 RAM - 1.6 GHz - Windows 10 Pro 64-Bit - New,HP,18167, Computers & Accessories ,17.72 x 12.28 x 2.64 ,4.53,2020-10-01,,HP EliteBook x360 1040,,,Integrated,Intel,,EliteBook x360 1040,,Bluetooth,1920 x 1080 M,14 ,Windows 10 Pro 64 bit,,Intel UHD Graphics 620,,,DDR4 SDRAM,Intel,4,3.9,Solid State,PC,256 GB
2018,B07VBGRWKV,"Lenovo ThinkPad X1 Carbon 7th Gen 20QD000SUS 14-Inch UHD Ultrabook (Intel Core i7-8665U, 16 GB RAM, 1 TB SSD, Windows 10 Pro), Black",Lenovo,31579, Computers & Accessories ,8.5 x 12.7 x 0.6 ,4.07,2019-07-20,,ThinkPad X1 Carbon 7th Gen,,,Integrated,Intel,,ThinkPad X1 Carbon 7th Gen Ultrabook,,802.11ac,1920 x 1080,14 ,Windows 10 Pro,Black,Intel UHD Graphics 620,,2,SDRAM,Intel,1,1.8,Solid State,PC,1
2019,B07QDKML8D,"Lenovo Legion Y540 15.6"" Full HD 60Hz Gaming Notebook Computer, Intel Core i7-9750H 2.6GHz, 16GB RAM, 256GB SSD, NVIDIA GeForce GTX 1660 Ti 6GB, Windows 10 Home, Raven Black",Lenovo,30733, Computers & Accessories ,14.2 x 10.5 x 1 ,6.01,2019-05-25,,81SX000SUS,,1 Lithium ion batteries required. (included),Dedicated,Nvidia,,Lenovo Legion,,802.11ac,1920 x 1080 ,15.6 ,Windows 10 Home,,NVIDIA GeForce GTX 1660Ti,1,,GDDR4,Intel,1,2.6,Serial ATA,PC,256
2020,B06XTNZ75G,"Microsoft Surface Book 512GB with Performance Base (13.5 Inch Touchscreen, 2.6GHz Intel Core i7, 16GB RAM) Version",Microsoft,44655, Computers & Accessories ,12.3 x 0.9 x 9.1 ,3.63,2016-11-21,,96D00001,16 Hours,2 Lithium Polymer batteries required.,Integrated,NVIDIA,,Microsoft Surface Book with Performance Base,,"802.11n, Bluetooth, 802.11abg",3000 x 2000,13.3 ,Windows 10,,"NVIDIA GeForce GTX 965M, Intel HD Graphics 520",,,DDR3 SDRAM,Intel,2,,ATA,PC,512 GB
2021,B08PF2HZVL,"Laptop 14 Inch, Winnovo V146, Windows 10, 4GB RAM, 32GB ROM, Intel Atom Quad Core Processor, 19201080 FHD IPS Display, HDMI, Silver",Winnovo,2787, Computers & Accessories ,14.37 x 9.72 x 2.4 ,4.34,2020-12-17,,V146,6 Hours,1 Lithium Polymer batteries required. (included),,Intel,,,,"802.11bgn, 802.11a",1920x1080 ,14 ,Windows 10,Silver(4+32),Atom Z8350,,,DDR3 SDRAM,Intel,4,,USB 2.0,PC,
2022,B08MT7WLGK,"Thomson WWNEO15I5-8BK1T 15.6 in 2.7GHz Intel Core I5 Broadwell I5-5257U Processor 8GB DDR3L RAM |1TB Hard Disk & Intel Iris 6100 Graphic Processor, Windows 10 Home, Black",Thomson,88018, Electronics ,15.55 x 10.43 x 3.11 ,3.96,2020-11-04,,WWNEO15I5-8BK1T,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,0,,,,
2023,B07VX9119Y,"Dell Latitude 14 7400 14"" Notebook - Intel Core i7-8665U - 16GB RAM - 256GB SSD",Dell,24641, Computers & Accessories ,8.42 x 12.65 x 0.75 ,3.0,2019-07-30,,7400,,1 Lithium ion batteries required. (included),Integrated,Intel,,7400,,802.11ac,1920 x 1080 ,14 ,Windows 10 Pro,,Intel UHD Graphics 620,,,DDR4 SDRAM,Intel,1,,Solid State,PC,16
2024,B08KBZVC18,"New_Dell_G7 15.6"" UHD (3840x2160) OLED 60Hz 400-Nits Gaming Laptop, i9-9880H, RTX 2080 8G GDDR6 with Max-Q, 16GB RAM, 512GB SSD, Backlit Keyboard, 90WHr, 6-Cell Battery, Win 10 w/ Santax Accessories",Shoxlab,215145, Computers & Accessories ,14.37 x 10.8 x 0.78 ,8.0,2020-08-05,,G715,,1 Lithium ion batteries required. (included),,NVIDIA,,Dell_G7_i9,,Bluetooth,3840 x 2160 ,15.6 ,Windows 10,Abyss Grey,RTX 2080 8G,,,DDR4 SDRAM,Intel,8,2.666,Solid State,PC,512 GB
2025,B07DZMR75W,"HP - 15.6"" Laptop - AMD A6-9225 - 4GB Memory - AMD Radeon R4-1TB HDD",HP,50680, Computers & Accessories ,9.7 x 14.8 x 0.9 ,4.62,2018-07-03,,15-DB0011DX,9 Hours,1 Lithium Polymer batteries required. (included),Dedicated,Amd,,HP 15-DB0011DX,,802.11bgn,,15.6 ,Windows 10,,AMD Radeon R4,1,,DDR4 SDRAM,AMD,2,1.866,,,
2026,B08FBY13C9,"Dell Latitude 5310 Multi-Touch 2-in-1 Laptop - 13.3"" FHD Anti-Reflective Anti-Smudge Touch - 1.8 GHz Intel Core i7-10610U Quad-Core - 512GB SSD - 16GB - Windows 10 pro",Dell Computers,321802, Electronics ,18 x 14 x 4 ,5.0,2020-11-10,,9463917000,,1 9V batteries required. (included),,,,,,,,,,,,,,,,0,,,,
2027,B08G5C2KCG,"Dell Latitude 7400 14"" Touchscreen 2 in 1 Notebook - Intel Core i7-8665U - 16GB RAM - 512GB SSD - Intel UHD Graphics 620 - Windows 10 - New",Dell,85226, Computers & Accessories ,15.35 x 12.8 x 2.99 ,5.02,2020-08-18,,7400,,,Integrated,Intel,,Dell7400,,802.11ac,1920 x 1080 M,14 ,Intel UHD Graphics,,Intel UHD Graphics 620,,,DDR4 SDRAM,Intel,4,,Solid State,PC,512 GB
2028,B07QVRVP73,"Gigabyte AERO 15 Classic-WA-F74ADP 15"" Thin Bezel LG 144Hz FHD IPS LCD, i7-9750H, NVIDIA GeForce RTX 2060, Samsung 16GB RAM, M.2 PCIe 512GB Intel 760P SSD, Win10 Pro, 94Wh Ultra Slim Gaming Laptop",Gigabyte,88271, Computers & Accessories ,14 x 9.8 x 0.74 ,8.2,2019-04-23,,AERO 15 Classic-WA-F74ADP,9 Hours,1 Lithium Polymer batteries required. (included),Dedicated,NVIDIA,,AERO 15 Classic,,"Bluetooth, 802.11ac",1920 x 1080 ,15.6 ,Windows 10 Pro,,NVIDIA GeForce,,3,SODIMM,Intel,1,4.5,PCIE x 4,,
2029,B08N63ZSV7,"2020 15.6-inch Laptop 6G + 256G, Intel celeron J3455 high-Performance Quad-core CPU, 2PCS 4500mAh can Work continuously for 6-8 Hours, WiFi, HDMI, Bluetooth 4.0, Windows 10 (Silver 6G+256G)",XINYANGCH,27967, Computers & Accessories ,18.94 x 11.5 x 2.36 ,3.96,2019-12-04,,N15C,,,,,240 volts,NB15A,,Bluetooth,1920*1080 ,15 ,Windows 10,Silver 8G+128G,1920*1080,,,DDR3 SDRAM,Intel,4,2.3,ATA,PC,256 GB
2030,B08PVGW9K3,"Used Well Chromebook C200M -11.6 inches 2.16-GHz Intel Bay Trail-M Dual-Intel Core N2830 CPU with 4GB of RAM and 16GB of Flash Storage, Chrome OS-Black/Silver",Ubrands,1065, Computers & Accessories ,12 x 7.9 x 0.8 ,3.51,2020-12-07,,ASUS C200m,,1 Lithium ion batteries required. (included),,,,ASUS Chromebook,,Bluetooth,1366 x 768 ,11.6 ,Windows,,N2830,,,DDR3 SDRAM,Intel,2,2.16,ESATA,PC,16 GB
2031,B08JBVT48L,"Laptop 14 Inch, Winnovo N140, 6GB RAM, 128GB SSD, Intel Celeron Processor, HD IPS Display, Windows 10, Touch Numeric Keypad, Dual Band WiFi, Grey",Winnovo,3612, Computers & Accessories ,14.21 x 9.96 x 2.91 ,4.37,2020-11-08,,Winnovo N140,,1 Lithium Polymer batteries required. (included),Integrated,,220 volts_of_alternating_current,Winnovo N140,,"802.11bgn, 802.11ac",1366*768 ,14 ,Windows 10 S,Gray,Intel HD Graphic 500,,,DDR3 SDRAM,Intel,2,,USB 3.0,PC,128 GB
2032,B08P6TY5BM,"Laptop 15.6 inch, 1920x1080 HD Display, Intel j4115CPU. 8GB RAM，256GB M2 SSD，Windows 10pro",HAOMA,8803, Computers & Accessories ,14.17 x 9.25 x 0.43 ,3.3,2020-11-27,,L02,,,,Intel,,,,"Bluetooth, 802.11b",1920*1080 Lines Per Inch,15.6 ,Windows 10 Pro,Gray,Intel UHD 600,,,DDR4 SDRAM,Intel,4,1.8,Serial ATA-300,PC,
2033,B08F3L5JJF,"Lenovo ThinkPad L15 Gen1 20U7000UUS 15.6"" Yes Notebook - Full HD - 1920 x 1080 - AMD Ryzen 5 4650U Hexa-core (6 Core) 2.1GHz - 8GB RAM - 256GB SSD",Lenovo,166436, Computers & Accessories ,17.1 x 11.4 x 3.1 ,6.12,2020-08-01,,20U7000UUS,,,,Intel,,20U7000UUS,,,1920 x 1080,15 ,,,,1,1,,,1,,,,
2034,B01N9AC26X,"Acer Chromebook R 13 Convertible CB5-312T-K40U, 13.3-inch Full HD IPS Touch, MediaTek MT8173C, 4GB LPDDR3, 64GB eMMC",Acer,15029, Computers & Accessories ,12.83 x 8.98 x 0.61 ,3.28,2016-11-26,,CB5-312T-K40U,12 Hours,1 Lithium Polymer batteries required. (included),Integrated,Imagination PowerVR,,CB5-312T-K40U,,802.11ac,1920 x 1080 ,13.3 ,Chrome OS,Sparkly Silver,PowerVR GX6250,,2,Unknown,MediaTek,4,,ESATA,Unknown,64
2035,B08NXW5MFQ,"New_Dell XPS 15.6"" 4K UHD (3840x2160) OLED Laptop, i7-9750H, GTX 1650 4G, 16GB Memory, 512GB SSD, Backlit Keyboard w/ Fingerprint Reader, HDMI, Camera, WiFi 6, Win 10 w/Shoxlab Accessories",Shoxlab,19880, Computers & Accessories ,14.06 x 9.7 x 0.66 ,4.5,2020-08-05,,XPS15,,1 Lithium ion batteries required. (included),,,,Dell_XPS_i9,,Bluetooth,3840 x 2160 ,15.6 ,Windows 10,Silver,GTX 1650 4G,,,DDR4 SDRAM,Intel,8,4.5,Solid State,PC,
2036,B08BC7C17L,"Acer Chromebook 314 Laptop, 14"" FHD NonTouch Display, Intel Celeron N4000, Intel UHD Graphics 600, 4GB Memory, 64GB eMMC, Chrome OS, Gigabit WiFi, Bundled with TSBEAU 32GB Micro SD Card +Led Light",Acer,27498, Computers & Accessories ,12.81 x 9.1 x 0.7 ,3.75,2020-06-17,,CB314,,1 Lithium ion batteries required. (included),,Intel,,CB314,,802.11a,1920 x 1080 ,14 ,Chrome OS,Black,Intel UHD Graphics 600,,,DDR4 SDRAM,Intel,4,,Serial ATA,PC,64 GB
